1,4669
1,8157
1,1226
1,8270
1,128
3,4374
3,1226
3,176
3,9358
3,8157
5,4374
5,4669
5,667
5,8859
5,3122
6,1226
6,8859
6,8157
6,233
6,667
7,8157
7,3262
7,233
7,4669
7,8859
9,3608
9,739
9,449
9,4404
9,4708
10,8157
10,7806
10,667
10,394
10,9188
11,9919
11,8157
11,5625
11,4669
11,3407
13,7806
13,7098
13,8157
13,8868
13,2999
14,176
14,8859
14,8157
14,7098
14,3561
15,4984
15,7098
15,7806
15,3407
15,4652
16,176
16,7806
16,3407
16,446
16,4708
17,1226
17,1887
17,739
17,1462
17,1876
19,4374
19,667
19,176
19,8157
19,4669
20,8859
20,7098
20,4652
20,9358
20,6129
21,2327
21,2241
21,3560
21,3657
21,4187
22,176
22,4839
22,1226
22,3407
22,7305
23,4404
23,4984
23,4374
23,4561
23,449
24,176
24,4984
24,645
24,3262
24,9188
25,176
25,7305
25,3407
25,8525
25,446
26,1226
26,3262
26,3561
26,5625
26,9919
28,1226
28,8157
28,667
28,7098
28,7806
29,176
29,4984
29,8859
29,4374
29,7098
33,4374
33,667
33,1226
33,8157
33,739
34,176
34,4374
34,4669
34,1226
34,5152
36,449
36,4374
36,1226
36,446
36,3608
37,3262
37,4984
37,4669
37,4708
37,3407
39,1226
39,845
39,176
39,625
39,4374
40,1226
40,4997
40,5705
40,446
40,8859
41,1226
41,4374
41,4997
41,8157
41,446
43,233
43,3561
43,7098
43,3407
43,8859
45,4839
45,1226
45,4374
45,3526
45,3056
46,176
46,9188
46,4839
46,7373
46,645
48,4984
48,3561
48,449
48,446
48,739
49,7806
49,7098
49,645
49,1226
49,446
50,667
50,3262
50,176
50,739
50,4374
51,8859
51,7623
51,4839
51,1226
51,2283
55,1226
55,3407
55,4997
55,4669
55,739
58,4374
58,4984
58,176
58,8157
58,1226
60,8859
60,7806
60,4669
60,5681
60,4374
61,8859
61,4374
61,7806
61,394
61,446
62,176
62,1226
62,2241
62,4652
62,6959
63,176
63,739
63,8270
63,4984
63,4652
65,1226
65,8859
65,7098
65,446
65,4652
66,645
66,176
66,2521
66,8157
66,7098
67,4374
67,8859
67,8525
67,4652
67,7098
68,2521
68,233
68,4997
68,8157
68,3323
70,3407
70,7373
70,9188
70,176
70,8868
71,3198
71,8157
71,2967
71,4648
71,739
72,1226
72,446
72,8157
72,3198
72,449
77,446
77,449
77,667
77,739
77,3339
78,4839
78,4374
78,176
78,4984
78,233
80,176
80,4984
80,1226
80,7806
80,8270
81,3407
81,4652
81,6959
81,4374
81,5136
82,7373
82,1226
82,4733
82,2622
82,1740
83,7806
83,1226
83,446
83,8157
83,1009
84,8859
84,7806
84,4652
84,3608
84,446
85,4984
85,7806
85,3407
85,5625
85,9997
86,1226
86,233
86,3339
86,446
86,9919
88,8859
88,667
88,739
88,3056
88,4931
89,176
89,5241
89,8561
89,6686
89,1249
90,4997
90,233
90,645
90,7373
90,5326
91,176
91,4839
91,8859
91,7098
91,9526
92,645
92,4374
92,3608
92,8157
92,3262
93,1226
93,4997
93,645
93,8157
93,449
94,4374
94,7098
94,4839
94,8859
94,3407
97,4374
97,7806
97,446
97,9107
97,6435
99,176
99,4839
99,8859
99,1226
99,449
101,8157
101,6599
101,5688
101,1244
101,7506
102,4374
102,7098
102,449
102,8859
102,2638
104,4839
104,667
104,5681
104,4374
104,7989
105,4839
105,645
105,4984
105,176
105,1226
107,176
107,394
107,4984
107,4931
107,2999
108,667
108,8270
108,7806
108,7098
108,446
109,176
109,645
109,3561
109,4374
109,2521
111,645
111,2521
111,4374
111,3262
111,4984
113,4374
113,4997
113,7098
113,1226
113,645
114,4997
114,3561
114,1226
114,2241
114,4652
115,1226
115,3198
115,7098
115,667
115,8859
116,449
116,3608
116,2521
116,4026
116,2369
117,4374
117,4997
117,667
117,9997
117,7806
118,176
118,1226
118,4997
118,3198
118,233
119,176
119,1226
119,8157
119,8859
119,9526
122,8859
122,3198
122,1226
122,6749
122,9526
123,7806
123,4997
123,233
123,6873
123,8157
124,739
124,8157
124,9919
124,8859
124,2369
125,2521
125,667
125,767
125,176
125,72
127,8157
127,8859
127,1226
127,446
127,2521
128,446
128,3407
128,4652
128,7989
128,1009
129,7806
129,2521
129,4669
129,5681
129,7989
131,176
131,6959
131,394
131,449
131,8157
132,9919
132,2241
132,458
132,4931
132,5245
134,8859
134,7633
134,3323
134,8338
134,2059
136,4708
136,233
136,7989
136,4652
136,853
139,233
139,176
139,3262
139,4374
139,3339
142,8302
142,2369
142,7806
142,8859
142,4820
143,176
143,645
143,1226
143,3526
143,233
144,4839
144,4374
144,8157
144,645
144,7851
145,4839
145,233
145,3198
145,4997
145,3262
146,8157
146,1226
146,4374
146,4984
146,7806
147,4839
147,2241
147,3858
147,3339
